question,ground_truth
"Sinh viên phải tham gia bao nhiêu phần trăm số tiết đối với các học phần thực hành, thí nghiệm, thực tập?","Sinh viên phải dự 100% số tiết đối với các học phần thực hành, thí nghiệm, thực tập."
"Sinh viên phải tham gia bao nhiêu phần trăm số tiết đối với các học phần thực hành, thí nghiệm, thực tập?","Sinh viên phải dự 100% số tiết đối với các học phần thực hành, thí nghiệm, thực tập."
"Sinh viên phải tham gia bao nhiêu phần trăm số tiết đối với các học phần thực hành, thí nghiệm, thực tập?","Sinh viên phải dự 100% số tiết đối với các học phần thực hành, thí nghiệm, thực tập."
"Sinh viên phải tham gia bao nhiêu phần trăm số tiết đối với các học phần thực hành, thí nghiệm, thực tập?","Sinh viên phải dự 100% số tiết đối với các học phần thực hành, thí nghiệm, thực tập."
"Sinh viên phải tham gia bao nhiêu phần trăm số tiết đối với các học phần thực hành, thí nghiệm, thực tập?","Sinh viên phải dự 100% số tiết đối với các học phần thực hành, thí nghiệm, thực tập."
Sinh viên phải xây dựng KHHTTK của chương trình thứ hai dưới sự hướng dẫn của ai?,Sinh viên sẽ xây dựng KHHTTK của CTĐT thứ hai dưới sự hướng dẫn của CVHT mới.
Sinh viên phải xây dựng KHHTTK của chương trình thứ hai dưới sự hướng dẫn của ai?,Sinh viên sẽ xây dựng KHHTTK của CTĐT thứ hai dưới sự hướng dẫn của CVHT mới.
Sinh viên phải xây dựng KHHTTK của chương trình thứ hai dưới sự hướng dẫn của ai?,Sinh viên sẽ xây dựng KHHTTK của CTĐT thứ hai dưới sự hướng dẫn của CVHT mới.
Sinh viên phải xây dựng KHHTTK của chương trình thứ hai dưới sự hướng dẫn của ai?,Sinh viên sẽ xây dựng KHHTTK của CTĐT thứ hai dưới sự hướng dẫn của CVHT mới.
Sinh viên phải xây dựng KHHTTK của chương trình thứ hai dưới sự hướng dẫn của ai?,Sinh viên sẽ xây dựng KHHTTK của CTĐT thứ hai dưới sự hướng dẫn của CVHT mới.
Sinh viên phải xây dựng KHHTTK của chương trình thứ hai dưới sự hướng dẫn của ai?,Sinh viên sẽ xây dựng KHHTTK của CTĐT thứ hai dưới sự hướng dẫn của CVHT mới.
Sinh viên phải xây dựng KHHTTK của chương trình thứ hai dưới sự hướng dẫn của ai?,Sinh viên sẽ xây dựng KHHTTK của CTĐT thứ hai dưới sự hướng dẫn của CVHT mới.
"Sinh viên phải đạt điều kiện gì để chuyển sang học chương trình, ngành đào tạo khác trong cùng khóa tuyển sinh?","Sinh viên đạt điều kiện trúng tuyển của chương trình, ngành đào tạo chuyển sang học trong cùng khóa tuyển sinh."
"Sinh viên phải đạt điều kiện gì để chuyển sang học chương trình, ngành đào tạo khác trong cùng khóa tuyển sinh?","Sinh viên đạt điều kiện trúng tuyển của chương trình, ngành đào tạo chuyển sang học trong cùng khóa tuyển sinh."
"Sinh viên phải đạt điều kiện gì để chuyển sang học chương trình, ngành đào tạo khác trong cùng khóa tuyển sinh?","Sinh viên đạt điều kiện trúng tuyển của chương trình, ngành đào tạo chuyển sang học trong cùng khóa tuyển sinh."
"Sinh viên phải đạt điều kiện gì để chuyển sang học chương trình, ngành đào tạo khác trong cùng khóa tuyển sinh?","Sinh viên đạt điều kiện trúng tuyển của chương trình, ngành đào tạo chuyển sang học trong cùng khóa tuyển sinh."
"Sinh viên phải đạt điều kiện gì để chuyển sang học chương trình, ngành đào tạo khác trong cùng khóa tuyển sinh?","Sinh viên đạt điều kiện trúng tuyển của chương trình, ngành đào tạo chuyển sang học trong cùng khóa tuyển sinh."
"Sinh viên phải đạt điều kiện gì để chuyển sang học chương trình, ngành đào tạo khác trong cùng khóa tuyển sinh?","Sinh viên đạt điều kiện trúng tuyển của chương trình, ngành đào tạo chuyển sang học trong cùng khóa tuyển sinh."
"Sinh viên phải đạt điều kiện gì để chuyển sang học chương trình, ngành đào tạo khác trong cùng khóa tuyển sinh?","Sinh viên đạt điều kiện trúng tuyển của chương trình, ngành đào tạo chuyển sang học trong cùng khóa tuyển sinh."
Sinh viên sẽ bị xử lý như thế nào nếu vi phạm lần đầu?,"Nếu vi phạm lần đầu, sinh viên sẽ bị xử lý bằng hình thức chấm dứt hợp đồng trước thời hạn, buộc ra khỏi KTX hoặc tùy mức độ vi phạm có thể đề nghị nhà trường xử lý kỷ luật."
Sinh viên sẽ bị xử lý như thế nào nếu vi phạm lần đầu?,"Nếu vi phạm lần đầu, sinh viên sẽ bị xử lý bằng hình thức chấm dứt hợp đồng trước thời hạn, buộc ra khỏi KTX hoặc tùy mức độ vi phạm có thể đề nghị nhà trường xử lý kỷ luật."
Sinh viên sẽ bị xử lý như thế nào nếu vi phạm lần đầu?,"Nếu vi phạm lần đầu, sinh viên sẽ bị xử lý bằng hình thức chấm dứt hợp đồng trước thời hạn, buộc ra khỏi KTX hoặc tùy mức độ vi phạm có thể đề nghị nhà trường xử lý kỷ luật."
Sinh viên sẽ bị xử lý như thế nào nếu vi phạm lần đầu?,"Nếu vi phạm lần đầu, sinh viên sẽ bị xử lý bằng hình thức chấm dứt hợp đồng trước thời hạn, buộc ra khỏi KTX hoặc tùy mức độ vi phạm có thể đề nghị nhà trường xử lý kỷ luật."
Sinh viên sẽ bị xử lý như thế nào nếu vi phạm lần đầu?,"Nếu vi phạm lần đầu, sinh viên sẽ bị xử lý bằng hình thức chấm dứt hợp đồng trước thời hạn, buộc ra khỏi KTX hoặc tùy mức độ vi phạm có thể đề nghị nhà trường xử lý kỷ luật."
Sinh viên sẽ bị xử lý như thế nào nếu vi phạm lần đầu?,"Nếu vi phạm lần đầu, sinh viên sẽ bị xử lý bằng hình thức chấm dứt hợp đồng trước thời hạn, buộc ra khỏi KTX hoặc tùy mức độ vi phạm có thể đề nghị nhà trường xử lý kỷ luật."
Sinh viên sẽ bị xử lý như thế nào nếu vi phạm lần đầu?,"Nếu vi phạm lần đầu, sinh viên sẽ bị xử lý bằng hình thức chấm dứt hợp đồng trước thời hạn, buộc ra khỏi KTX hoặc tùy mức độ vi phạm có thể đề nghị nhà trường xử lý kỷ luật."
Sinh viên sẽ được chuyển về đâu sau khi tốt nghiệp chương trình thứ nhất?,Sinh viên sẽ được chuyển về đơn vị đào tạo quản lý chương trình thứ hai để quản lý.
Sinh viên sẽ được chuyển về đâu sau khi tốt nghiệp chương trình thứ nhất?,Sinh viên sẽ được chuyển về đơn vị đào tạo quản lý chương trình thứ hai để quản lý.
Sinh viên sẽ được chuyển về đâu sau khi tốt nghiệp chương trình thứ nhất?,Sinh viên sẽ được chuyển về đơn vị đào tạo quản lý chương trình thứ hai để quản lý.
Sinh viên sẽ được chuyển về đâu sau khi tốt nghiệp chương trình thứ nhất?,Sinh viên sẽ được chuyển về đơn vị đào tạo quản lý chương trình thứ hai để quản lý.
Sinh viên sẽ được chuyển về đâu sau khi tốt nghiệp chương trình thứ nhất?,Sinh viên sẽ được chuyển về đơn vị đào tạo quản lý chương trình thứ hai để quản lý.
Sinh viên sẽ được chuyển về đâu sau khi tốt nghiệp chương trình thứ nhất?,Sinh viên sẽ được chuyển về đơn vị đào tạo quản lý chương trình thứ hai để quản lý.
Sinh viên sẽ được chuyển về đâu sau khi tốt nghiệp chương trình thứ nhất?,Sinh viên sẽ được chuyển về đơn vị đào tạo quản lý chương trình thứ hai để quản lý.
"Sinh viên thuộc diện chính sách được nhận hỗ trợ tài chính của nhà nước có được miễn, giảm học phí không?",Sinh viên CTĐTCLC và CTĐTTT thuộc diện chính sách được nhận hỗ trợ tài chính của nhà nước vẫn phải thực hiện nghĩa vụ nộp phần học phí chênh lệch nếu có của CTĐTCLC và CTĐTTT so với CTĐT đại trà.
"Sinh viên thuộc diện chính sách được nhận hỗ trợ tài chính của nhà nước có được miễn, giảm học phí không?",Sinh viên CTĐTCLC và CTĐTTT thuộc diện chính sách được nhận hỗ trợ tài chính của nhà nước vẫn phải thực hiện nghĩa vụ nộp phần học phí chênh lệch nếu có của CTĐTCLC và CTĐTTT so với CTĐT đại trà.
"Sinh viên thuộc diện chính sách được nhận hỗ trợ tài chính của nhà nước có được miễn, giảm học phí không?",Sinh viên CTĐTCLC và CTĐTTT thuộc diện chính sách được nhận hỗ trợ tài chính của nhà nước vẫn phải thực hiện nghĩa vụ nộp phần học phí chênh lệch nếu có của CTĐTCLC và CTĐTTT so với CTĐT đại trà.
"Sinh viên thuộc diện chính sách được nhận hỗ trợ tài chính của nhà nước có được miễn, giảm học phí không?",Sinh viên CTĐTCLC và CTĐTTT thuộc diện chính sách được nhận hỗ trợ tài chính của nhà nước vẫn phải thực hiện nghĩa vụ nộp phần học phí chênh lệch nếu có của CTĐTCLC và CTĐTTT so với CTĐT đại trà.
"Sinh viên thuộc diện chính sách được nhận hỗ trợ tài chính của nhà nước có được miễn, giảm học phí không?",Sinh viên CTĐTCLC và CTĐTTT thuộc diện chính sách được nhận hỗ trợ tài chính của nhà nước vẫn phải thực hiện nghĩa vụ nộp phần học phí chênh lệch nếu có của CTĐTCLC và CTĐTTT so với CTĐT đại trà.
"Sinh viên thuộc diện chính sách được nhận hỗ trợ tài chính của nhà nước có được miễn, giảm học phí không?",Sinh viên CTĐTCLC và CTĐTTT thuộc diện chính sách được nhận hỗ trợ tài chính của nhà nước vẫn phải thực hiện nghĩa vụ nộp phần học phí chênh lệch nếu có của CTĐTCLC và CTĐTTT so với CTĐT đại trà.
"Sinh viên thuộc diện chính sách được nhận hỗ trợ tài chính của nhà nước có được miễn, giảm học phí không?",Sinh viên CTĐTCLC và CTĐTTT thuộc diện chính sách được nhận hỗ trợ tài chính của nhà nước vẫn phải thực hiện nghĩa vụ nộp phần học phí chênh lệch nếu có của CTĐTCLC và CTĐTTT so với CTĐT đại trà.
Sinh viên thuộc khóa nào phải dừng học chương trình thứ hai nếu điểm trung bình không đạt yêu cầu?,"Riêng sinh viên thuộc khóa 47 trở về sau, nếu điểm trung bình chung tích lũy dưới 2.00 hoặc thuộc diện bị cảnh báo học tập thì phải dừng học chương trình thứ hai ở học kỳ tiếp theo."
Sinh viên thuộc khóa nào phải dừng học chương trình thứ hai nếu điểm trung bình không đạt yêu cầu?,"Riêng sinh viên thuộc khóa 47 trở về sau, nếu điểm trung bình chung tích lũy dưới 2.00 hoặc thuộc diện bị cảnh báo học tập thì phải dừng học chương trình thứ hai ở học kỳ tiếp theo."
Sinh viên thuộc khóa nào phải dừng học chương trình thứ hai nếu điểm trung bình không đạt yêu cầu?,"Riêng sinh viên thuộc khóa 47 trở về sau, nếu điểm trung bình chung tích lũy dưới 2.00 hoặc thuộc diện bị cảnh báo học tập thì phải dừng học chương trình thứ hai ở học kỳ tiếp theo."
Sinh viên thuộc khóa nào phải dừng học chương trình thứ hai nếu điểm trung bình không đạt yêu cầu?,"Riêng sinh viên thuộc khóa 47 trở về sau, nếu điểm trung bình chung tích lũy dưới 2.00 hoặc thuộc diện bị cảnh báo học tập thì phải dừng học chương trình thứ hai ở học kỳ tiếp theo."
Sinh viên thuộc khóa nào phải dừng học chương trình thứ hai nếu điểm trung bình không đạt yêu cầu?,"Riêng sinh viên thuộc khóa 47 trở về sau, nếu điểm trung bình chung tích lũy dưới 2.00 hoặc thuộc diện bị cảnh báo học tập thì phải dừng học chương trình thứ hai ở học kỳ tiếp theo."
Sinh viên thuộc khóa nào phải dừng học chương trình thứ hai nếu điểm trung bình không đạt yêu cầu?,"Riêng sinh viên thuộc khóa 47 trở về sau, nếu điểm trung bình chung tích lũy dưới 2.00 hoặc thuộc diện bị cảnh báo học tập thì phải dừng học chương trình thứ hai ở học kỳ tiếp theo."
Sinh viên thuộc khóa nào phải dừng học chương trình thứ hai nếu điểm trung bình không đạt yêu cầu?,"Riêng sinh viên thuộc khóa 47 trở về sau, nếu điểm trung bình chung tích lũy dưới 2.00 hoặc thuộc diện bị cảnh báo học tập thì phải dừng học chương trình thứ hai ở học kỳ tiếp theo."
Sinh viên thuộc khóa nào phải học bổ sung kiến thức theo chương trình năm 2008?,Sinh viên thuộc khóa 44 trở về trước phải học tập các học phần lý luận chính trị theo khung chương trình của quyết định số 52/2008/QĐ-BGDĐT ngày 18 tháng 9 năm 2008 của Bộ Giáo dục và Đào tạo.
Sinh viên thuộc khóa nào phải học bổ sung kiến thức theo chương trình năm 2008?,Sinh viên thuộc khóa 44 trở về trước phải học tập các học phần lý luận chính trị theo khung chương trình của quyết định số 52/2008/QĐ-BGDĐT ngày 18 tháng 9 năm 2008 của Bộ Giáo dục và Đào tạo.
Sinh viên thuộc khóa nào phải học bổ sung kiến thức theo chương trình năm 2008?,Sinh viên thuộc khóa 44 trở về trước phải học tập các học phần lý luận chính trị theo khung chương trình của quyết định số 52/2008/QĐ-BGDĐT ngày 18 tháng 9 năm 2008 của Bộ Giáo dục và Đào tạo.
Sinh viên thuộc khóa nào phải học bổ sung kiến thức theo chương trình năm 2008?,Sinh viên thuộc khóa 44 trở về trước phải học tập các học phần lý luận chính trị theo khung chương trình của quyết định số 52/2008/QĐ-BGDĐT ngày 18 tháng 9 năm 2008 của Bộ Giáo dục và Đào tạo.
Sinh viên thuộc khóa nào phải học bổ sung kiến thức theo chương trình năm 2008?,Sinh viên thuộc khóa 44 trở về trước phải học tập các học phần lý luận chính trị theo khung chương trình của quyết định số 52/2008/QĐ-BGDĐT ngày 18 tháng 9 năm 2008 của Bộ Giáo dục và Đào tạo.
Sinh viên thuộc khóa nào phải học bổ sung kiến thức theo chương trình năm 2008?,Sinh viên thuộc khóa 44 trở về trước phải học tập các học phần lý luận chính trị theo khung chương trình của quyết định số 52/2008/QĐ-BGDĐT ngày 18 tháng 9 năm 2008 của Bộ Giáo dục và Đào tạo.
Sinh viên thuộc khóa nào phải học bổ sung kiến thức theo chương trình năm 2008?,Sinh viên thuộc khóa 44 trở về trước phải học tập các học phần lý luận chính trị theo khung chương trình của quyết định số 52/2008/QĐ-BGDĐT ngày 18 tháng 9 năm 2008 của Bộ Giáo dục và Đào tạo.
Sinh viên thuộc khóa nào được miễn học phần anh văn căn bản nếu có chứng chỉ tiếng anh trình độ C do trường ĐHCT cấp?,Sinh viên thuộc khóa 45 trở về sau có chứng chỉ tiếng anh trình độ C do trường ĐHCT cấp.
Sinh viên thuộc khóa nào được miễn học phần anh văn căn bản nếu có chứng chỉ tiếng anh trình độ C do trường ĐHCT cấp?,Sinh viên thuộc khóa 45 trở về sau có chứng chỉ tiếng anh trình độ C do trường ĐHCT cấp.
Sinh viên thuộc khóa nào được miễn học phần anh văn căn bản nếu có chứng chỉ tiếng anh trình độ C do trường ĐHCT cấp?,Sinh viên thuộc khóa 45 trở về sau có chứng chỉ tiếng anh trình độ C do trường ĐHCT cấp.
Sinh viên thuộc khóa nào được miễn học phần anh văn căn bản nếu có chứng chỉ tiếng anh trình độ C do trường ĐHCT cấp?,Sinh viên thuộc khóa 45 trở về sau có chứng chỉ tiếng anh trình độ C do trường ĐHCT cấp.
Sinh viên thuộc khóa nào được miễn học phần anh văn căn bản nếu có chứng chỉ tiếng anh trình độ C do trường ĐHCT cấp?,Sinh viên thuộc khóa 45 trở về sau có chứng chỉ tiếng anh trình độ C do trường ĐHCT cấp.
Sinh viên thuộc khóa nào được miễn học phần anh văn căn bản nếu có chứng chỉ tiếng anh trình độ C do trường ĐHCT cấp?,Sinh viên thuộc khóa 45 trở về sau có chứng chỉ tiếng anh trình độ C do trường ĐHCT cấp.
Sinh viên thuộc khóa nào được miễn học phần anh văn căn bản nếu có chứng chỉ tiếng anh trình độ C do trường ĐHCT cấp?,Sinh viên thuộc khóa 45 trở về sau có chứng chỉ tiếng anh trình độ C do trường ĐHCT cấp.
Sinh viên thuộc khóa nào được xếp trình độ năm thứ hai của chương trình thứ nhất?,"Đối với sinh viên thuộc khóa 47 trở về sau, sinh viên được xếp trình độ năm thứ hai của chương trình thứ nhất."
Sinh viên thuộc khóa nào được xếp trình độ năm thứ hai của chương trình thứ nhất?,"Đối với sinh viên thuộc khóa 47 trở về sau, sinh viên được xếp trình độ năm thứ hai của chương trình thứ nhất."
Sinh viên thuộc khóa nào được xếp trình độ năm thứ hai của chương trình thứ nhất?,"Đối với sinh viên thuộc khóa 47 trở về sau, sinh viên được xếp trình độ năm thứ hai của chương trình thứ nhất."
Sinh viên thuộc khóa nào được xếp trình độ năm thứ hai của chương trình thứ nhất?,"Đối với sinh viên thuộc khóa 47 trở về sau, sinh viên được xếp trình độ năm thứ hai của chương trình thứ nhất."
Sinh viên thuộc khóa nào được xếp trình độ năm thứ hai của chương trình thứ nhất?,"Đối với sinh viên thuộc khóa 47 trở về sau, sinh viên được xếp trình độ năm thứ hai của chương trình thứ nhất."
Sinh viên thuộc khóa nào được xếp trình độ năm thứ hai của chương trình thứ nhất?,"Đối với sinh viên thuộc khóa 47 trở về sau, sinh viên được xếp trình độ năm thứ hai của chương trình thứ nhất."
Sinh viên thuộc khóa nào được xếp trình độ năm thứ hai của chương trình thứ nhất?,"Đối với sinh viên thuộc khóa 47 trở về sau, sinh viên được xếp trình độ năm thứ hai của chương trình thứ nhất."
Sinh viên trường ĐHCT cần có ý thức như thế nào về môi trường và trật tự?,"Sinh viên phải có nếp sống văn minh, có ý thức bảo vệ của công, bảo vệ môi trường, không làm ồn, gây mất trật tự."
Sinh viên trường ĐHCT cần có ý thức như thế nào về môi trường và trật tự?,"Sinh viên phải có nếp sống văn minh, có ý thức bảo vệ của công, bảo vệ môi trường, không làm ồn, gây mất trật tự."
Sinh viên trường ĐHCT cần có ý thức như thế nào về môi trường và trật tự?,"Sinh viên phải có nếp sống văn minh, có ý thức bảo vệ của công, bảo vệ môi trường, không làm ồn, gây mất trật tự."
Sinh viên trường ĐHCT cần có ý thức như thế nào về môi trường và trật tự?,"Sinh viên phải có nếp sống văn minh, có ý thức bảo vệ của công, bảo vệ môi trường, không làm ồn, gây mất trật tự."
Sinh viên trường ĐHCT cần có ý thức như thế nào về môi trường và trật tự?,"Sinh viên phải có nếp sống văn minh, có ý thức bảo vệ của công, bảo vệ môi trường, không làm ồn, gây mất trật tự."
Sinh viên trường ĐHCT cần có ý thức như thế nào về môi trường và trật tự?,"Sinh viên phải có nếp sống văn minh, có ý thức bảo vệ của công, bảo vệ môi trường, không làm ồn, gây mất trật tự."
Sinh viên trường ĐHCT cần có ý thức như thế nào về môi trường và trật tự?,"Sinh viên phải có nếp sống văn minh, có ý thức bảo vệ của công, bảo vệ môi trường, không làm ồn, gây mất trật tự."
Sinh viên trường ĐHCT cần giữ gìn những điều gì khi tham gia học tập?,"Sinh viên phải giữ trật tự, vệ sinh, chấp hành luật giao thông, để xe đúng nơi quy định."
Sinh viên trường ĐHCT cần giữ gìn những điều gì khi tham gia học tập?,"Sinh viên phải giữ trật tự, vệ sinh, chấp hành luật giao thông, để xe đúng nơi quy định."
Sinh viên trường ĐHCT cần giữ gìn những điều gì khi tham gia học tập?,"Sinh viên phải giữ trật tự, vệ sinh, chấp hành luật giao thông, để xe đúng nơi quy định."
Sinh viên trường ĐHCT cần giữ gìn những điều gì khi tham gia học tập?,"Sinh viên phải giữ trật tự, vệ sinh, chấp hành luật giao thông, để xe đúng nơi quy định."
Sinh viên trường ĐHCT cần giữ gìn những điều gì khi tham gia học tập?,"Sinh viên phải giữ trật tự, vệ sinh, chấp hành luật giao thông, để xe đúng nơi quy định."
Sinh viên trường ĐHCT cần giữ gìn những điều gì khi tham gia học tập?,"Sinh viên phải giữ trật tự, vệ sinh, chấp hành luật giao thông, để xe đúng nơi quy định."
Sinh viên trường ĐHCT cần giữ gìn những điều gì khi tham gia học tập?,"Sinh viên phải giữ trật tự, vệ sinh, chấp hành luật giao thông, để xe đúng nơi quy định."
Sinh viên trường ĐHCT phải chấp hành những quy định nào?,"Sinh viên trường ĐHCT phải chấp hành nội quy, quy định của trường, của trường chuyên ngành, khoa và viện thuộc trường ĐHCT."
Sinh viên trường ĐHCT phải chấp hành những quy định nào?,"Sinh viên trường ĐHCT phải chấp hành nội quy, quy định của trường, của trường chuyên ngành, khoa và viện thuộc trường ĐHCT."
Sinh viên trường ĐHCT phải chấp hành những quy định nào?,"Sinh viên trường ĐHCT phải chấp hành nội quy, quy định của trường, của trường chuyên ngành, khoa và viện thuộc trường ĐHCT."
Sinh viên trường ĐHCT phải chấp hành những quy định nào?,"Sinh viên trường ĐHCT phải chấp hành nội quy, quy định của trường, của trường chuyên ngành, khoa và viện thuộc trường ĐHCT."
Sinh viên trường ĐHCT phải chấp hành những quy định nào?,"Sinh viên trường ĐHCT phải chấp hành nội quy, quy định của trường, của trường chuyên ngành, khoa và viện thuộc trường ĐHCT."
Sinh viên trường ĐHCT phải chấp hành những quy định nào?,"Sinh viên trường ĐHCT phải chấp hành nội quy, quy định của trường, của trường chuyên ngành, khoa và viện thuộc trường ĐHCT."
Sinh viên trường ĐHCT phải chấp hành những quy định nào?,"Sinh viên trường ĐHCT phải chấp hành nội quy, quy định của trường, của trường chuyên ngành, khoa và viện thuộc trường ĐHCT."
Sinh viên trường ĐHCT tham gia những kỳ thi nào do bộ giáo dục và đào tạo tổ chức?,"Sinh viên được trường ĐHCT cử tham gia và đạt thành tích cao trong các kỳ thi olympic toàn quốc toán học, vật lý, hóa học, tin học, cơ học,..."
Sinh viên trường ĐHCT tham gia những kỳ thi nào do bộ giáo dục và đào tạo tổ chức?,"Sinh viên được trường ĐHCT cử tham gia và đạt thành tích cao trong các kỳ thi olympic toàn quốc toán học, vật lý, hóa học, tin học, cơ học,..."
Sinh viên trường ĐHCT tham gia những kỳ thi nào do bộ giáo dục và đào tạo tổ chức?,"Sinh viên được trường ĐHCT cử tham gia và đạt thành tích cao trong các kỳ thi olympic toàn quốc toán học, vật lý, hóa học, tin học, cơ học,..."
Sinh viên trường ĐHCT tham gia những kỳ thi nào do bộ giáo dục và đào tạo tổ chức?,"Sinh viên được trường ĐHCT cử tham gia và đạt thành tích cao trong các kỳ thi olympic toàn quốc toán học, vật lý, hóa học, tin học, cơ học,..."
Sinh viên trường ĐHCT tham gia những kỳ thi nào do bộ giáo dục và đào tạo tổ chức?,"Sinh viên được trường ĐHCT cử tham gia và đạt thành tích cao trong các kỳ thi olympic toàn quốc toán học, vật lý, hóa học, tin học, cơ học,..."
Sinh viên trường ĐHCT tham gia những kỳ thi nào do bộ giáo dục và đào tạo tổ chức?,"Sinh viên được trường ĐHCT cử tham gia và đạt thành tích cao trong các kỳ thi olympic toàn quốc toán học, vật lý, hóa học, tin học, cơ học,..."
Sinh viên trường ĐHCT tham gia những kỳ thi nào do bộ giáo dục và đào tạo tổ chức?,"Sinh viên được trường ĐHCT cử tham gia và đạt thành tích cao trong các kỳ thi olympic toàn quốc toán học, vật lý, hóa học, tin học, cơ học,..."
Sinh viên vi phạm quy định thi sẽ bị xử lý như thế nào?,Sinh viên vi phạm các quy định trên đây sẽ bị CBCT lập biên bản về hành vi vi phạm và bị xử lý kỷ luật theo quy định.
Sinh viên vi phạm quy định thi sẽ bị xử lý như thế nào?,Sinh viên vi phạm các quy định trên đây sẽ bị CBCT lập biên bản về hành vi vi phạm và bị xử lý kỷ luật theo quy định.
Sinh viên vi phạm quy định thi sẽ bị xử lý như thế nào?,Sinh viên vi phạm các quy định trên đây sẽ bị CBCT lập biên bản về hành vi vi phạm và bị xử lý kỷ luật theo quy định.
Sinh viên vi phạm quy định thi sẽ bị xử lý như thế nào?,Sinh viên vi phạm các quy định trên đây sẽ bị CBCT lập biên bản về hành vi vi phạm và bị xử lý kỷ luật theo quy định.
Sinh viên vi phạm quy định thi sẽ bị xử lý như thế nào?,Sinh viên vi phạm các quy định trên đây sẽ bị CBCT lập biên bản về hành vi vi phạm và bị xử lý kỷ luật theo quy định.
Sinh viên vi phạm quy định thi sẽ bị xử lý như thế nào?,Sinh viên vi phạm các quy định trên đây sẽ bị CBCT lập biên bản về hành vi vi phạm và bị xử lý kỷ luật theo quy định.
Sinh viên vi phạm quy định thi sẽ bị xử lý như thế nào?,Sinh viên vi phạm các quy định trên đây sẽ bị CBCT lập biên bản về hành vi vi phạm và bị xử lý kỷ luật theo quy định.
Sinh viên đào tạo đại học văn bằng thứ hai đã có gì để được miễn các học phần GDTC?,Sinh viên đào tạo đại học văn bằng thứ hai đã có tích lũy các học phần GDTC ở văn bằng thứ nhất.
Sinh viên đào tạo đại học văn bằng thứ hai đã có gì để được miễn các học phần GDTC?,Sinh viên đào tạo đại học văn bằng thứ hai đã có tích lũy các học phần GDTC ở văn bằng thứ nhất.
Sinh viên đào tạo đại học văn bằng thứ hai đã có gì để được miễn các học phần GDTC?,Sinh viên đào tạo đại học văn bằng thứ hai đã có tích lũy các học phần GDTC ở văn bằng thứ nhất.
Sinh viên đào tạo đại học văn bằng thứ hai đã có gì để được miễn các học phần GDTC?,Sinh viên đào tạo đại học văn bằng thứ hai đã có tích lũy các học phần GDTC ở văn bằng thứ nhất.
Sinh viên đào tạo đại học văn bằng thứ hai đã có gì để được miễn các học phần GDTC?,Sinh viên đào tạo đại học văn bằng thứ hai đã có tích lũy các học phần GDTC ở văn bằng thứ nhất.
Sinh viên đào tạo đại học văn bằng thứ hai đã có gì để được miễn các học phần GDTC?,Sinh viên đào tạo đại học văn bằng thứ hai đã có tích lũy các học phần GDTC ở văn bằng thứ nhất.
Sinh viên đào tạo đại học văn bằng thứ hai đã có gì để được miễn các học phần GDTC?,Sinh viên đào tạo đại học văn bằng thứ hai đã có tích lũy các học phần GDTC ở văn bằng thứ nhất.
Sinh viên được cộng thêm bao nhiêu điểm vào điểm học phần luận văn tốt nghiệp nếu có bài báo khoa học được đăng?,Sinh viên được cộng tối đa 1 một điểm vào điểm học phần luận văn tốt nghiệp LVTN.
Sinh viên được cộng thêm bao nhiêu điểm vào điểm học phần luận văn tốt nghiệp nếu có bài báo khoa học được đăng?,Sinh viên được cộng tối đa 1 một điểm vào điểm học phần luận văn tốt nghiệp LVTN.
Sinh viên được cộng thêm bao nhiêu điểm vào điểm học phần luận văn tốt nghiệp nếu có bài báo khoa học được đăng?,Sinh viên được cộng tối đa 1 một điểm vào điểm học phần luận văn tốt nghiệp LVTN.
Sinh viên được cộng thêm bao nhiêu điểm vào điểm học phần luận văn tốt nghiệp nếu có bài báo khoa học được đăng?,Sinh viên được cộng tối đa 1 một điểm vào điểm học phần luận văn tốt nghiệp LVTN.
Sinh viên được cộng thêm bao nhiêu điểm vào điểm học phần luận văn tốt nghiệp nếu có bài báo khoa học được đăng?,Sinh viên được cộng tối đa 1 một điểm vào điểm học phần luận văn tốt nghiệp LVTN.
Sinh viên được cộng thêm bao nhiêu điểm vào điểm học phần luận văn tốt nghiệp nếu có bài báo khoa học được đăng?,Sinh viên được cộng tối đa 1 một điểm vào điểm học phần luận văn tốt nghiệp LVTN.
Sinh viên được cộng thêm bao nhiêu điểm vào điểm học phần luận văn tốt nghiệp nếu có bài báo khoa học được đăng?,Sinh viên được cộng tối đa 1 một điểm vào điểm học phần luận văn tốt nghiệp LVTN.
Sinh viên được xét tốt nghiệp vào những tháng nào trong năm?,"Hàng năm, SV được xét tốt nghiệp vào tháng 01, tháng 05 và tháng 09."
Sinh viên được xét tốt nghiệp vào những tháng nào trong năm?,"Hàng năm, SV được xét tốt nghiệp vào tháng 01, tháng 05 và tháng 09."
Sinh viên được xét tốt nghiệp vào những tháng nào trong năm?,"Hàng năm, SV được xét tốt nghiệp vào tháng 01, tháng 05 và tháng 09."
Sinh viên được xét tốt nghiệp vào những tháng nào trong năm?,"Hàng năm, SV được xét tốt nghiệp vào tháng 01, tháng 05 và tháng 09."
Sinh viên được xét tốt nghiệp vào những tháng nào trong năm?,"Hàng năm, SV được xét tốt nghiệp vào tháng 01, tháng 05 và tháng 09."
Sinh viên được xét tốt nghiệp vào những tháng nào trong năm?,"Hàng năm, SV được xét tốt nghiệp vào tháng 01, tháng 05 và tháng 09."
